product_id,product_name,category,subcategory,cost_price
64,Lamp,Home,Lamp,3650.47
65,Novel,Books,Novel,4179.88
66,Biography,Books,Biography,1868.32
67,Novel,Books,Novel,3569.29
68,Jacket,Clothing,Jacket,323.03
69,Monitor,Electronics,Monitor,1531.47
70,Dress,Clothing,Dress,602.68
71,Monitor,Electronics,Monitor,1493.26
72,Fan,Home,Fan,1769.46
73,Camera,Electronics,Camera,4711.21
74,Chair,Home,Chair,4128.37
75,Fan,Home,Fan,463.0
76,Phone,Electronics,Phone,831.07
77,Novel,Books,Novel,4970.2
78,Monitor,Electronics,Monitor,3845.77
79,T-Shirt,Clothing,T-Shirt,1963.85
80,Lamp,Home,Lamp,4314.82
81,Lamp,Home,Lamp,2886.28
82,  Monitor  ,Electronics,Monitor,4804.53
83,Phone,Electronics,Phone,3165.02
84,Novel,Books,Novel,869.58
85,T-Shirt,Clothing,T-Shirt,467.82
86,Headphones,Electronics,Headphones,2307.47
87,Lamp,Home,Lamp,259.94
88,Dictionary,Books,Dictionary,3544.64
89,Chair,Home,Chair,3468.19
90,Comics,Books,Comics,3339.8
91,Dress,Clothing,Dress,662.4
92,Jeans,Clothing,Jeans,4551.22
93,Shirt,Clothing,Shirt,392.23
94,Comics,Books,Comics,3769.89
95,Magazine,Books,Magazine,709.33
96,Magazine,Books,Magazine,4719.11
97,Fan,Home,Fan,494.17
98,Headphones,Electronics,Headphones,3699.22
99,Novel,Books,Novel,547.5
100,Camera,Electronics,Camera,2923.61
101,Dress,Clothing,Dress,2642.92
102,Lamp,Home,Lamp,989.3
103,Fan,Home,Fan,4848.37
104,Lamp,Home,Lamp,2100.91
105,Novel,Books,Novel,4302.89
106,Magazine,Books,Magazine,3499.0
107,Magazine,Books,Magazine,4086.47
108,Headphones,Electronics,Headphones,531.49
109,Dictionary,Books,Dictionary,668.02
110,Sofa,Home,Sofa,4142.14
111,Monitor,Electronics,Monitor,2363.68
112,Phone,Electronics,Phone,2640.35
113,Fan,Home,Fan,3823.95
114,Jacket,Clothing,Jacket,2791.18
115,Magazine,Books,Magazine,4416.15
116,Chair,Home,Chair,241.46
117,Jeans,Clothing,Jeans,1622.68
118,Monitor,Electronics,Monitor,2099.15
119,Shirt,Clothing,Shirt,2361.09
120,Phone,Electronics,Phone,2542.04
121,comics,Books,Comics,3556.52
122,Fan,Home,Fan,4903.2
123,Dress,Clothing,Dress,2801.2
124,Table,Home,Table,4617.15
125,Shirt,Clothing,Shirt,1453.61
126,Lamp,Home,Lamp,4677.82
127,Novel,Books,Novel,1485.91
128,Comics,Books,Comics,2941.62
129,Table,Home,Table,2288.08
130,Lamp,Home,Lamp,1728.96
131,Fan,Home,Fan,4670.98
132,Jeans,Clothing,Jeans,2901.81
133,Dress,Clothing,Dress,313.87
134,fan,Home,Fan,1991.79
135,Dress,Clothing,Dress,4827.64
136,T-Shirt,Clothing,T-Shirt,4830.23
137,Novel,Books,Novel,4383.53
138,Chair,Home,Chair,2677.16
139,Chair,Home,Chair,3639.97
140,Table,Home,Table,466.66
141,Dictionary,Books,Dictionary,3153.97
142,Chair,Home,Chair,4273.65
143,Lamp,Home,Lamp,3171.32
144,Sofa,Home,Sofa,275.91
145,Phone,Electronics,Phone,3192.69
146,Biography,Books,Biography,3759.16
147,Chair,Home,Chair,3825.81
148,Headphones,Electronics,Headphones,915.19
149,Novel,Books,Novel,325.36
150,Camera,Electronics,Camera,1856.47
151,Table,Home,Table,1296.57
152,Sofa,Home,Sofa,3440.82
153,Jeans,Clothing,Jeans,957.84
154,Sofa,Home,Sofa,3447.36
155,Sofa,Home,Sofa,801.28
156,Lamp,Home,Lamp,2351.9
157,Headphones,Electronics,Headphones,4515.93
158,  Shirt  ,Clothing,Shirt,2264.48
159,Comics,Books,Comics,1565.86
160,Lamp,Home,Lamp,2338.5
161,Biography,Books,Biography,4996.93
162,Chair,Home,Chair,1262.31
163,Comics,Books,Comics,1549.77
164,Novel,Books,Novel,4891.93
165,Lamp,Home,Lamp,139.68
166,Monitor,Electronics,Monitor,3751.34
167,Biography,Books,Biography,3074.62
168,Biography,Books,Biography,3219.43
169,Biography,Books,Biography,3178.42
170,Camera,Electronics,Camera,3964.19
171,Monitor,Electronics,Monitor,1887.82
172,Shirt,Clothing,Shirt,4557.18
173,Magazine,Books,Magazine,960.64
174,T-Shirt,Clothing,T-Shirt,4394.66
175,Comics,Books,Comics,2558.79
176,Biography,Books,Biography,1359.15
177,Lamp,Home,Lamp,3758.14
178,Novel,Books,Novel,2394.82
179,Phone,Electronics,Phone,3795.34
180,Dress,Clothing,Dress,4839.62
181,Novel,Books,Novel,3974.34
182,Camera,Electronics,Camera,2729.2
183,Lamp,Home,Lamp,3396.86
184,Comics,Books,Comics,1967.02
185,novel,Books,Novel,3406.7
186,Chair,Home,Chair,3135.78
187,Comics,Books,Comics,1184.7
188,Headphones,Electronics,Headphones,4556.0
189,Magazine,Books,Magazine,671.71
190,Laptop,Electronics,Laptop,1591.39
191,Chair,Home,Chair,576.24
192,Dress,Clothing,Dress,2322.85
193,Sofa,Home,Sofa,3737.12
194,Dress,Clothing,Dress,3309.12
195,Sofa,Home,Sofa,2099.77
196,Novel,Books,Novel,3482.38
197,Dress,Clothing,Dress,2279.01
198,Jacket,Clothing,Jacket,586.84
199,Comics,Books,Comics,4518.31
200,Novel,Books,Novel,2050.88
201,Shirt,Clothing,Shirt,4750.15
202,Chair,Home,Chair,3347.57
203,Laptop,Electronics,Laptop,3955.29
204,Jeans,Clothing,Jeans,3956.19
205,Shirt,Clothing,Shirt,4166.11
206,T-Shirt,Clothing,T-Shirt,1158.16
207,Jacket,Clothing,Jacket,3894.41
208,CAMERA,Electronics,Camera,4306.19
209,Jeans,Clothing,Jeans,2747.06
210,Shirt,Clothing,Shirt,3339.18
211,Phone,Electronics,Phone,172.82
212,T-Shirt,Clothing,T-Shirt,1686.48
213,Jacket,Clothing,Jacket,356.76
214,Sofa,Home,Sofa,656.88
215,Headphones,Electronics,Headphones,2296.55
216,Comics,Books,Comics,3008.96
217,Sofa,Home,Sofa,1185.59
218,Monitor,Electronics,Monitor,1577.99
219,Laptop,Electronics,Laptop,4993.08
220,Fan,Home,Fan,3461.88
221,Fan,Home,Fan,460.1
222,Camera,Electronics,Camera,3080.66
223,Phone,Electronics,Phone,1447.58
224,Magazine,Books,Magazine,4973.68
225,Magazine,Books,Magazine,2577.2
226,Chair,Home,Chair,3986.17
227,Monitor,Electronics,Monitor,3632.12
228,Dress,Clothing,Dress,2312.62
229,Dress,Clothing,Dress,1760.76
230,Fan,Home,Fan,2138.35
231,Camera,Electronics,Camera,2191.14
232,Dictionary,Books,Dictionary,4772.6
233,Chair,Home,Chair,547.0
234,Laptop,Electronics,Laptop,2216.19
235,Biography,Books,Biography,2826.22
236,Novel,Books,Novel,2112.96
237,Chair,Home,Chair,4845.15
238,Dictionary,Books,Dictionary,607.64
239,  Jeans  ,Clothing,Jeans,3318.01
240,Shirt,Clothing,Shirt,1815.56
241,Novel,Books,Novel,3836.77
242,Dress,Clothing,Dress,4241.26
243,Monitor,Electronics,Monitor,4652.51
244,Novel,Books,Novel,984.04
245,Dictionary,Books,Dictionary,1820.01
246,Jeans,Clothing,Jeans,2874.97
247,Chair,Home,Chair,795.19
248,Laptop,Electronics,Laptop,3755.95
249,Dress,Clothing,Dress,2157.18
250,Biography,Books,Biography,1913.26
251,Comics,Books,Comics,3021.5
252,Phone,Electronics,Phone,871.31
253,Laptop,Electronics,Laptop,1433.3
254,Fan,Home,Fan,3074.67
255,Lamp,Home,Lamp,1156.29
256,Camera,Electronics,Camera,2206.58
257,Comics,Books,Comics,2484.5
258,NOVEL,Books,Novel,1180.54
259,Laptop,Electronics,Laptop,1101.67
260,Jeans,Clothing,Jeans,3844.39
261,Dictionary,Books,Dictionary,687.92
262,Fan,Home,Fan,960.9
263,Sofa,Home,Sofa,3547.99
264,Novel,Books,Novel,2045.65
265,Headphones,Electronics,Headphones,191.83
266,Camera,Electronics,Camera,2921.22
267,Fan,Home,Fan,1518.62
268,Chair,Home,Chair,4834.38
269,T-Shirt,Clothing,T-Shirt,2354.47
270,Novel,Books,Novel,2239.89
271,Phone,Electronics,Phone,2234.81
272,Sofa,Home,Sofa,485.37
273,Dictionary,Books,Dictionary,1185.7
274,Shirt,Clothing,Shirt,2601.37
275,Monitor,Electronics,Monitor,2598.77
276,Dictionary,Books,Dictionary,3664.16
277,Jeans,Clothing,Jeans,603.74
278,Biography,Books,Biography,950.15
279,Shirt,Clothing,Shirt,968.02
280,Fan,Home,Fan,3796.78
281,Sofa,Home,Sofa,3250.66
282,Dictionary,Books,Dictionary,839.69
283,Headphones,Electronics,Headphones,2266.82
284,Dictionary,Books,Dictionary,2997.96
285,Comics,Books,Comics,463.53
286,Fan,Home,Fan,284.28
287,Dictionary,Books,Dictionary,475.98
288,Monitor,Electronics,Monitor,3010.99
289,Fan,Home,Fan,2943.61
290,Headphones,Electronics,Headphones,4554.34
291,Jacket,Clothing,Jacket,3064.53
292,Shirt,Clothing,Shirt,2307.56
293,Novel,Books,Novel,2572.29
294,Shirt,Clothing,Shirt,1313.94
295,Fan,Home,Fan,2667.94
296,Jacket,Clothing,Jacket,1926.97
297,Magazine,Books,Magazine,2102.97
298,Comics,Books,Comics,356.59
299,Novel,Books,Novel,1715.48
300,Lamp,Home,Lamp,1334.78
301,Jacket,Clothing,Jacket,499.36
302,Jacket,Clothing,Jacket,1620.14
303,Table,Home,Table,3015.7
304,Camera,Electronics,Camera,2838.72
305,Biography,Books,Biography,3383.57
306,Headphones,Electronics,Headphones,2591.59
307,Camera,Electronics,Camera,1613.44
308,Jacket,Clothing,Jacket,4743.57
309,Table,Home,Table,1210.06
310,Jeans,Clothing,Jeans,478.11
311,Monitor,Electronics,Monitor,3877.29
312,Camera,Electronics,Camera,4394.32
313,T-Shirt,Clothing,T-Shirt,1945.93
314,Jeans,Clothing,Jeans,4173.59
315,Dress,Clothing,Dress,314.09
316,Biography,Books,Biography,4850.98
317,Magazine,Books,Magazine,1246.61
318,Jacket,Clothing,Jacket,4831.42
319,Table,Home,Table,1902.42
320,Fan,Home,Fan,3870.25
321,Sofa,Home,Sofa,2684.55
322,Jeans,Clothing,Jeans,4026.17
323,Jacket,Clothing,Jacket,355.68
324,Lamp,Home,Lamp,2817.25
325,Monitor,Electronics,Monitor,4270.71
326,Novel,Books,Novel,3839.27
327,Magazine,Books,Magazine,4536.0
328,Dress,Clothing,Dress,549.4
329,Dress,Clothing,Dress,4434.69
330,Headphones,Electronics,Headphones,360.96
331,Biography,Books,Biography,1992.21
332,Camera,Electronics,Camera,1200.24
333,Novel,Books,Novel,4211.96
334,Biography,Books,Biography,774.24
335,MAGAZINE,Books,Magazine,3510.75
336,Dress,Clothing,Dress,2298.15
337,Laptop,Electronics,Laptop,193.12
338,Jeans,Clothing,Jeans,2789.14
339,Chair,Home,Chair,3903.25
340,Jacket,Clothing,Jacket,697.06
341,Dress,Clothing,Dress,3230.86
342,CHAIR,Home,Chair,643.2
343,Sofa,Home,Sofa,2726.66
344,Jeans,Clothing,Jeans,1527.23
345,Monitor,Electronics,Monitor,1828.8
346,Table,Home,Table,3355.42
347,Monitor,Electronics,Monitor,4875.81
348,Monitor,Electronics,Monitor,2766.0
349,Headphones,Electronics,Headphones,4379.32
350,Headphones,Electronics,Headphones,4907.09
351,Novel,Books,Novel,1849.76
352,  Camera  ,Electronics,Camera,1281.52
353,Monitor,Electronics,Monitor,3702.42
354,Biography,Books,Biography,317.24
355,  Biography  ,Books,Biography,4168.88
356,Fan,Home,Fan,3195.51
357,Shirt,Clothing,Shirt,3608.62
358,Chair,Home,Chair,1537.87
359,Phone,Electronics,Phone,4440.37
360,Dictionary,Books,Dictionary,2625.38
361,Lamp,Home,Lamp,279.44
362,Jacket,Clothing,Jacket,1849.17
363,Camera,Electronics,Camera,1438.76
364,Magazine,Books,Magazine,4458.48
365,Fan,Home,Fan,1761.28
366,Dress,Clothing,Dress,3491.14
367,Comics,Books,Comics,1406.93
368,Headphones,Electronics,Headphones,486.74
369,T-Shirt,Clothing,T-Shirt,1539.46
370,Laptop,Electronics,Laptop,1706.81
371,Dictionary,Books,Dictionary,2284.99
372,Table,Home,Table,3479.85
373,Magazine,Books,Magazine,307.54
374,Comics,Books,Comics,4990.94
375,Novel,Books,Novel,467.7
376,Lamp,Home,Lamp,2614.12
377,Shirt,Clothing,Shirt,799.62
378,Chair,Home,Chair,718.53
379,Jacket,Clothing,Jacket,1874.54
380,Monitor,Electronics,Monitor,851.85
381,Lamp,Home,Lamp,1922.87
382,Monitor,Electronics,Monitor,774.71
383,Magazine,Books,Magazine,1640.49
384,Biography,Books,Biography,4806.55
385,Phone,Electronics,Phone,2545.32
386,Sofa,Home,Sofa,677.03
387,Magazine,Books,Magazine,1151.4
388,Magazine,Books,Magazine,1080.87
389,Shirt,Clothing,Shirt,2315.01
390,Chair,Home,Chair,4071.51
391,Dictionary,Books,Dictionary,3576.75
392,Dictionary,Books,Dictionary,4271.67
393,Jacket,Clothing,Jacket,2592.9
394,Phone,Electronics,Phone,3981.12
395,Dress,Clothing,Dress,228.79
396,Magazine,Books,Magazine,4037.94
397,T-Shirt,Clothing,T-Shirt,4432.81
398,Camera,Electronics,Camera,2050.98
399,Sofa,Home,Sofa,2112.9
400,Sofa,Home,Sofa,461.38
401,Novel,Books,Novel,2304.88
402,Biography,Books,Biography,4402.0
403,Jeans,Clothing,Jeans,2219.83
404,Laptop,Electronics,Laptop,2638.7
405,Biography,Books,Biography,893.64
406,Jacket,Clothing,Jacket,4742.67
407,Novel,Books,Novel,1327.97
408,Biography,Books,Biography,3162.61
409,Monitor,Electronics,Monitor,3240.84
410,Jeans,Clothing,Jeans,3327.79
411,Comics,Books,Comics,301.85
412,Laptop,Electronics,Laptop,322.76
413,Biography,Books,Biography,3858.1
414,Sofa,Home,Sofa,3231.06
415,Sofa,Home,Sofa,1519.39
416,Magazine,Books,Magazine,1299.9
417,Lamp,Home,Lamp,2322.37
418,Phone,Electronics,Phone,2254.07
419,Fan,Home,Fan,1099.71
420,Jacket,Clothing,Jacket,4321.28
421,Dictionary,Books,Dictionary,4879.33
422,Jacket,Clothing,Jacket,2623.4
423,Camera,Electronics,Camera,1284.52
424,Camera,Electronics,Camera,2303.02
425,Shirt,Clothing,Shirt,347.97
426,Sofa,Home,Sofa,2148.86
427,Jacket,Clothing,Jacket,4675.38
428,Biography,Books,Biography,3839.29
429,Sofa,Home,Sofa,2387.39
430,Magazine,Books,Magazine,213.56
431,Sofa,Home,Sofa,2340.43
432,Jeans,Clothing,Jeans,2958.39
433,Laptop,Electronics,Laptop,1478.65
434,Lamp,Home,Lamp,2729.78
435,Headphones,Electronics,Headphones,756.28
436,Dictionary,Books,Dictionary,3842.9
437,Novel,Books,Novel,2062.85
438,Jacket,Clothing,Jacket,2810.79
439,Headphones,Electronics,Headphones,2570.85
440,Comics,Books,Comics,3433.95
441,Phone,Electronics,Phone,4877.91
442,Lamp,Home,Lamp,3995.0
443,Comics,Books,Comics,4700.85
444,Jeans,Clothing,Jeans,3052.07
445,Sofa,Home,Sofa,297.25
446,Phone,Electronics,Phone,3596.6
447,Sofa,Home,Sofa,2339.24
448,Jacket,Clothing,Jacket,4663.71
449,Biography,Books,Biography,2025.48
450,Comics,Books,Comics,1748.23
451,Sofa,Home,Sofa,1568.97
452,Camera,Electronics,Camera,1723.07
453,Headphones,Electronics,Headphones,2960.14
454,Monitor,Electronics,Monitor,2425.49
455,Shirt,Clothing,Shirt,2959.26
456,T-Shirt,Clothing,T-Shirt,3182.22
457,Table,Home,Table,4126.14
458,Shirt,Clothing,Shirt,2905.59
459,Phone,Electronics,Phone,192.79
460,Magazine,Books,Magazine,842.01
461,Dress,Clothing,Dress,2558.92
462,Chair,Home,Chair,3558.3
463,T-Shirt,Clothing,T-Shirt,1692.74
464,Sofa,Home,Sofa,1946.44
465,Dress,Clothing,Dress,4569.41
466,Comics,Books,Comics,1836.01
467,Comics,Books,Comics,2472.48
468,Jacket,Clothing,Jacket,2834.62
469,Jacket,Clothing,Jacket,3878.75
470,Dress,Clothing,Dress,1653.5
471,Comics,Books,Comics,4675.13
472,Dictionary,Books,Dictionary,697.18
473,fan,Home,Fan,4110.05
474,Jacket,Clothing,Jacket,306.13
475,Camera,Electronics,Camera,4627.65
476,Magazine,Books,Magazine,1148.54
477,Comics,Books,Comics,3511.24
478,Shirt,Clothing,Shirt,3116.82
479,Jeans,Clothing,Jeans,348.75
480,Jeans,Clothing,Jeans,357.21
481,Lamp,Home,Lamp,3615.05
482,Phone,Electronics,Phone,125.39
483,Dress,Clothing,Dress,3299.17
484,Fan,Home,Fan,3287.64
485,Dictionary,Books,Dictionary,1498.54
486,Laptop,Electronics,Laptop,3296.26
487,T-Shirt,Clothing,T-Shirt,3719.56
488,Phone,Electronics,Phone,2147.64
489,Shirt,Clothing,Shirt,4986.14
490,Fan,Home,Fan,1012.93
491,Novel,Books,Novel,145.41
492,Camera,Electronics,Camera,1494.35
493,Table,Home,Table,4270.19
494,Lamp,Home,Lamp,1044.78
495,Camera,Electronics,Camera,896.22
496,Lamp,Home,Lamp,3621.13
497,Camera,Electronics,Camera,3974.76
498,Jeans,Clothing,Jeans,3093.68
499,Fan,Home,Fan,2624.88
500,Headphones,Electronics,Headphones,3379.35
