order_id,customer_id,order_date,status,region_code
151,150.0,2025-04-09 17:04:06,CANCELLED,SOUTH
152,167.0,2024-11-09 03:25:55,CANCELLED,EAST
153,419.0,2025-11-07 01:02:41,CANCELLED,EAST
154,59.0,2025-01-20 08:29:43,RETURNED,SOUTH
155,304.0,2026-04-04 14:58:24,RETURNED,SOUTH
156,350.0,24-05-2025,RETURNED,NORTH
157,488.0,2025-04-12 04:13:30,CANCELLED,SOUTH
158,225.0,2025-02-05 08:55:24,DELIVERED,NORTH
159,420.0,2025-11-28 05:58:51,CANCELLED,WEST
160,72.0,21-01-2026,DELIVERED,SOUTH
161,130.0,2025-05-16 22:26:45,SHIPPED,WEST
162,405.0,2026-02-11 14:55:50,CANCELLED,NORTH
163,230.0,2025-07-06 12:19:17,RETURNED,WEST
164,299.0,2025-04-15 12:19:27,CANCELLED,WEST
165,279.0,2025-08-28 10:22:04,PLACED,EAST
166,360.0,2025-01-20 11:02:10,RETURNED,NORTH
167,56.0,2025-02-28 02:01:22,SHIPPED,EAST
168,86.0,2025-03-27 15:01:03,RETURNED,NORTH
169,289.0,2025-12-16 10:19:16,CANCELLED,EAST
170,495.0,2026-01-07 13:18:45,CANCELLED,NORTH
171,6.0,2026-04-04 15:21:32,PLACED,EAST
172,114.0,2025-11-12 16:09:31,RETURNED,SOUTH
173,229.0,16-01-2026,DELIVERED,WEST
174,238.0,2025-06-10 07:24:55,RETURNED,SOUTH
175,177.0,2025-12-11 21:55:15,PLACED,WEST
176,54.0,2024-11-14 06:26:33,DELIVERED,WEST
177,472.0,2024-12-22 17:42:19,PLACED,NORTH
178,426.0,2025-05-07 16:22:11,SHIPPED,EAST
179,160.0,2025-03-23 07:15:29,DELIVERED,WEST
180,402.0,2025-08-25 06:21:58,SHIPPED,WEST
181,179.0,2025-12-10 06:24:15,CANCELLED,NORTH
182,225.0,2025-12-17 09:01:48,CANCELLED,EAST
183,35.0,2024-11-13 11:54:35,DELIVERED,NORTH
184,415.0,2026-06-23 16:18:39,PLACED,NORTH
185,435.0,2024-07-22 22:40:52,DELIVERED,NORTH
186,347.0,2024-09-23 14:50:58,SHIPPED,SOUTH
187,265.0,2024-11-02 05:45:24,SHIPPED,SOUTH
188,170.0,2026-05-26 09:41:34,RETURNED,WEST
189,491.0,2025-06-02 02:45:23,CANCELLED,SOUTH
190,409.0,2024-09-03 21:21:22,CANCELLED,SOUTH
191,96.0,28-12-2024,CANCELLED,WEST
192,15.0,2024-09-15 13:08:47,RETURNED,SOUTH
193,231.0,2024-08-15 15:50:12,RETURNED,WEST
194,200.0,2025-04-25 19:44:50,PLACED,SOUTH
195,106.0,2026-07-08 04:47:59,DELIVERED,NORTH
196,296.0,2025-10-10 13:40:42,PLACED,SOUTH
197,188.0,2025-08-03 15:56:50,DELIVERED,SOUTH
198,235.0,2025-12-20 21:27:36,PLACED,EAST
199,344.0,2025-09-28 12:31:49,CANCELLED,EAST
200,306.0,2026-06-09 21:45:53,CANCELLED,WEST
201,301.0,2026-03-10 05:47:05,PLACED,EAST
202,181.0,2025-10-29 19:12:29,CANCELLED,SOUTH
203,417.0,2025-06-04 17:46:32,DELIVERED,NORTH
204,345.0,2024-12-13 10:09:46,SHIPPED,EAST
205,61.0,2025-11-10 22:06:25,SHIPPED,EAST
206,60.0,2026-02-26 07:41:27,SHIPPED,EAST
207,356.0,2025-02-13 00:03:25,SHIPPED,WEST
208,215.0,2024-08-12 15:09:04,RETURNED,SOUTH
209,295.0,2025-09-30 00:20:09,CANCELLED,WEST
210,96.0,2025-07-30 20:55:31,CANCELLED,SOUTH
211,285.0,2025-01-04 07:28:21,SHIPPED,WEST
212,148.0,2024-11-19 21:13:15,SHIPPED,SOUTH
213,,2024-08-14 10:08:05,CANCELLED,NORTH
214,444.0,2025-01-09 20:27:38,DELIVERED,NORTH
215,,2024-07-19 06:57:52,SHIPPED,SOUTH
216,418.0,2024-11-11 02:10:27,CANCELLED,WEST
217,210.0,2026-07-17 05:38:52,CANCELLED,WEST
218,364.0,2026-02-08 14:46:44,CANCELLED,WEST
219,86.0,2025-04-03 00:47:34,PLACED,NORTH
220,408.0,2025-05-03 17:23:16,SHIPPED,EAST
221,17.0,2025-09-20 04:48:16,DELIVERED,SOUTH
222,276.0,2025-08-01 06:44:41,DELIVERED,SOUTH
223,400.0,2026-01-08 09:21:11,CANCELLED,WEST
224,282.0,2024-09-07 04:53:29,RETURNED,NORTH
225,294.0,2024-09-22 22:40:22,PLACED,EAST
226,397.0,2025-02-11 21:32:12,RETURNED,EAST
227,278.0,2026-03-17 04:57:59,PLACED,WEST
228,280.0,2026-05-18 11:25:35,SHIPPED,WEST
229,53.0,2025-03-30 08:34:01,SHIPPED,EAST
230,448.0,2026-06-22 17:49:31,PLACED,WEST
231,135.0,2025-02-06 01:31:52,DELIVERED,NORTH
232,225.0,2025-10-05 00:24:01,PLACED,SOUTH
233,108.0,2024-12-08 04:15:02,RETURNED,EAST
234,441.0,2026-05-29 05:13:30,RETURNED,WEST
235,85.0,2025-09-12 00:55:01,RETURNED,SOUTH
236,402.0,2025-01-25 19:32:23,SHIPPED,SOUTH
237,413.0,2025-05-12 11:37:01,PLACED,EAST
238,273.0,2024-10-04 20:25:15,DELIVERED,SOUTH
239,166.0,2024-09-09 22:57:51,DELIVERED,EAST
240,294.0,2025-02-19 00:36:36,DELIVERED,NORTH
241,70.0,2026-06-10 20:32:56,CANCELLED,NORTH
242,142.0,2026-02-25 14:43:34,SHIPPED,SOUTH
243,128.0,2026-06-17 22:29:50,SHIPPED,EAST
244,425.0,20-04-2026,SHIPPED,WEST
245,251.0,2026-03-05 01:38:14,SHIPPED,EAST
246,322.0,2025-09-12 00:41:30,CANCELLED,WEST
247,232.0,2025-12-08 04:10:00,PLACED,NORTH
248,207.0,2026-06-24 18:20:55,RETURNED,EAST
249,356.0,2025-09-03 11:07:47,DELIVERED,WEST
250,487.0,2026-02-01 12:37:24,CANCELLED,EAST
251,298.0,2026-01-23 09:35:10,PLACED,NORTH
252,375.0,2026-06-21 05:54:15,CANCELLED,EAST
253,436.0,2025-06-19 06:14:19,PLACED,WEST
254,112.0,2025-06-20 15:03:28,CANCELLED,SOUTH
255,254.0,2025-09-20 17:53:20,DELIVERED,EAST
256,425.0,2024-08-08 01:25:39,DELIVERED,EAST
257,281.0,2024-10-12 00:17:18,RETURNED,SOUTH
258,290.0,2024-09-06 10:15:25,CANCELLED,EAST
259,458.0,2025-10-24 22:58:58,PLACED,NORTH
260,51.0,2026-07-15 07:43:51,CANCELLED,NORTH
261,64.0,2025-11-25 13:14:30,SHIPPED,WEST
262,234.0,2025-01-03 00:57:11,PLACED,WEST
263,104.0,2025-03-06 17:10:02,SHIPPED,EAST
264,82.0,2026-06-17 00:20:36,DELIVERED,NORTH
265,336.0,2025-07-31 09:01:56,DELIVERED,EAST
266,43.0,2024-07-26 04:23:26,DELIVERED,SOUTH
267,27.0,2026-03-18 23:15:24,CANCELLED,EAST
268,,2025-01-16 10:15:41,SHIPPED,WEST
269,336.0,2024-09-25 00:31:30,PLACED,NORTH
270,1.0,2025-11-23 04:52:36,SHIPPED,WEST
271,40.0,2026-03-10 20:36:56,SHIPPED,SOUTH
272,266.0,2024-09-12 14:49:44,CANCELLED,NORTH
273,5.0,2026-05-30 10:43:12,DELIVERED,NORTH
274,441.0,2025-07-02 04:40:11,CANCELLED,SOUTH
275,245.0,2025-04-03 07:59:08,PLACED,SOUTH
276,197.0,2026-05-03 08:39:05,PLACED,NORTH
277,53.0,2025-01-31 15:14:08,DELIVERED,EAST
278,452.0,2026-06-10 22:20:54,DELIVERED,SOUTH
279,196.0,2025-11-30 01:50:15,SHIPPED,SOUTH
280,36.0,2026-05-14 18:20:23,RETURNED,NORTH
281,313.0,2025-07-18 14:08:42,SHIPPED,WEST
282,180.0,2024-12-11 22:23:10,SHIPPED,SOUTH
283,471.0,2026-01-07 07:07:03,CANCELLED,WEST
284,441.0,2026-04-17 14:25:51,SHIPPED,NORTH
285,460.0,2024-12-17 03:04:19,PLACED,SOUTH
286,386.0,2024-12-14 04:44:03,PLACED,WEST
287,180.0,2025-01-17 11:28:07,CANCELLED,EAST
288,406.0,2025-10-13 22:52:20,SHIPPED,SOUTH
289,,2024-11-10 00:46:03,PLACED,SOUTH
290,284.0,2024-10-05 00:21:13,RETURNED,EAST
291,,2026-05-22 06:13:29,PLACED,EAST
292,106.0,2025-11-24 17:56:31,RETURNED,SOUTH
293,383.0,2025-11-15 16:45:38,CANCELLED,EAST
294,331.0,2025-10-10 11:14:53,PLACED,SOUTH
295,254.0,2026-01-28 08:17:27,CANCELLED,NORTH
296,124.0,2025-08-18 14:47:23,CANCELLED,NORTH
297,271.0,2024-08-18 22:51:54,PLACED,EAST
298,479.0,2025-07-06 09:14:29,DELIVERED,SOUTH
299,,2025-10-15 11:10:21,RETURNED,WEST
300,188.0,2025-07-13 17:24:12,RETURNED,SOUTH
301,,2026-07-08 20:48:36,CANCELLED,NORTH
302,,2026-05-05 07:41:52,RETURNED,NORTH
303,8.0,2026-04-14 16:45:59,DELIVERED,SOUTH
304,21.0,2025-07-12 14:29:31,PLACED,WEST
305,260.0,2026-07-08 03:51:48,DELIVERED,WEST
306,217.0,2026-05-19 04:55:13,CANCELLED,NORTH
307,328.0,2025-02-08 19:25:41,RETURNED,SOUTH
308,143.0,2024-12-28 07:33:08,PLACED,EAST
309,41.0,2025-09-13 07:44:44,RETURNED,SOUTH
310,499.0,2024-08-27 15:13:41,SHIPPED,EAST
311,201.0,2026-02-22 22:20:41,RETURNED,NORTH
312,159.0,2025-07-03 11:36:22,CANCELLED,SOUTH
313,30.0,2025-08-18 02:24:44,SHIPPED,NORTH
314,474.0,2025-07-21 03:04:57,CANCELLED,NORTH
315,233.0,2025-05-02 16:23:03,RETURNED,NORTH
316,159.0,2025-12-02 10:29:16,SHIPPED,NORTH
317,7.0,2024-11-23 18:26:39,SHIPPED,NORTH
318,84.0,2026-07-02 09:35:01,CANCELLED,EAST
319,268.0,2025-12-11 03:13:00,RETURNED,EAST
320,,2025-06-20 03:39:54,DELIVERED,SOUTH
321,384.0,2025-12-04 12:50:12,DELIVERED,NORTH
322,395.0,2024-07-27 17:09:01,PLACED,EAST
323,414.0,2024-12-20 00:44:16,CANCELLED,EAST
324,269.0,2025-09-16 11:53:07,PLACED,EAST
325,365.0,2025-03-13 19:19:10,RETURNED,NORTH
326,255.0,2025-10-09 16:51:35,CANCELLED,EAST
327,29.0,2025-01-24 18:52:39,CANCELLED,SOUTH
328,189.0,2025-08-23 19:04:42,SHIPPED,EAST
329,396.0,2025-01-08 07:20:17,PLACED,NORTH
330,117.0,2025-06-28 09:19:44,RETURNED,NORTH
331,23.0,2025-10-09 22:13:24,PLACED,SOUTH
332,24.0,2025-04-12 09:08:05,CANCELLED,EAST
333,197.0,2025-07-18 10:07:29,SHIPPED,SOUTH
334,477.0,2024-12-19 20:52:57,PLACED,WEST
335,115.0,2025-12-12 22:29:08,DELIVERED,SOUTH
336,214.0,2025-04-17 01:04:55,DELIVERED,EAST
337,423.0,2026-04-04 03:33:47,PLACED,EAST
338,62.0,2025-02-08 08:15:32,RETURNED,NORTH
339,92.0,2024-11-27 11:39:35,SHIPPED,NORTH
340,489.0,2024-10-22 20:59:50,CANCELLED,NORTH
341,450.0,2025-09-12 18:12:11,CANCELLED,EAST
342,397.0,2025-01-02 01:03:03,DELIVERED,EAST
343,45.0,2024-09-30 00:47:48,RETURNED,WEST
344,5.0,2025-02-01 06:32:47,DELIVERED,SOUTH
345,150.0,2025-01-07 07:57:05,RETURNED,EAST
346,379.0,2025-05-30 19:22:48,RETURNED,SOUTH
347,238.0,2025-04-23 07:23:34,DELIVERED,WEST
348,396.0,2024-11-02 14:47:26,SHIPPED,SOUTH
349,78.0,2026-06-19 17:14:57,PLACED,WEST
350,13.0,2024-11-05 07:43:59,SHIPPED,EAST
351,326.0,2026-02-27 14:31:09,PLACED,EAST
352,1.0,2024-11-25 02:07:20,CANCELLED,EAST
353,54.0,2025-07-19 00:38:15,SHIPPED,SOUTH
354,215.0,2026-07-16 07:38:21,CANCELLED,NORTH
355,498.0,2026-03-31 13:01:28,SHIPPED,EAST
356,48.0,2025-07-31 17:50:47,PLACED,SOUTH
357,460.0,2025-12-27 10:26:46,RETURNED,WEST
358,359.0,2026-02-12 18:00:30,DELIVERED,WEST
359,,2025-02-23 05:59:00,PLACED,NORTH
360,259.0,2025-09-02 17:04:11,SHIPPED,WEST
361,39.0,2025-09-06 20:55:50,RETURNED,NORTH
362,223.0,2025-05-06 02:31:09,SHIPPED,SOUTH
363,150.0,2025-12-05 12:11:59,DELIVERED,EAST
364,475.0,2024-08-31 22:27:26,CANCELLED,EAST
365,163.0,2026-03-05 13:23:45,CANCELLED,EAST
366,120.0,2025-07-02 04:23:19,PLACED,SOUTH
367,70.0,2025-10-22 04:22:13,RETURNED,NORTH
368,80.0,2025-06-12 16:34:01,PLACED,SOUTH
369,231.0,2025-03-20 12:57:58,CANCELLED,EAST
370,209.0,2025-04-08 18:08:28,PLACED,EAST
371,494.0,2025-09-01 09:42:58,SHIPPED,WEST
372,158.0,2026-05-30 18:34:48,CANCELLED,EAST
373,437.0,2025-01-23 08:03:39,PLACED,NORTH
374,81.0,2024-08-02 13:40:18,DELIVERED,NORTH
375,111.0,2024-10-15 15:24:20,DELIVERED,SOUTH
376,47.0,2026-04-13 16:13:04,SHIPPED,EAST
377,203.0,2026-06-22 14:49:32,RETURNED,NORTH
378,347.0,2024-12-11 09:57:59,DELIVERED,EAST
379,420.0,2025-09-12 18:14:00,SHIPPED,NORTH
380,488.0,2025-11-05 06:10:50,CANCELLED,WEST
381,285.0,2024-11-23 13:51:33,RETURNED,SOUTH
382,49.0,09-02-2026,CANCELLED,NORTH
383,412.0,2025-04-04 11:31:46,SHIPPED,NORTH
384,7.0,2025-11-22 20:01:19,PLACED,SOUTH
385,67.0,2025-07-10 04:26:04,SHIPPED,WEST
386,191.0,2026-01-08 02:21:05,PLACED,EAST
387,470.0,2026-04-29 22:32:14,PLACED,NORTH
388,34.0,2025-04-23 10:40:55,SHIPPED,WEST
389,,2025-02-13 09:07:19,SHIPPED,NORTH
390,464.0,2025-10-23 12:48:11,DELIVERED,NORTH
391,22.0,2024-11-01 21:20:23,CANCELLED,NORTH
392,87.0,2024-11-18 11:46:55,RETURNED,WEST
393,421.0,2026-03-01 02:26:15,CANCELLED,WEST
394,16.0,2025-03-22 12:51:29,CANCELLED,WEST
395,89.0,2025-10-23 05:06:38,DELIVERED,SOUTH
396,466.0,2025-09-09 15:36:14,SHIPPED,EAST
397,144.0,2026-03-31 04:26:57,CANCELLED,SOUTH
398,18.0,2024-09-09 04:41:54,RETURNED,SOUTH
399,332.0,2024-11-14 10:01:32,DELIVERED,WEST
400,,2025-01-01 18:56:08,RETURNED,WEST
401,,2025-03-07 13:17:08,PLACED,EAST
402,197.0,2025-02-16 21:50:53,SHIPPED,WEST
403,,2025-01-30 11:07:33,RETURNED,SOUTH
404,323.0,2025-11-01 23:31:21,RETURNED,NORTH
405,196.0,2025-02-02 05:19:11,DELIVERED,WEST
406,279.0,2025-06-09 01:40:23,CANCELLED,EAST
407,468.0,10-04-2026,RETURNED,EAST
408,199.0,2025-04-10 08:45:35,DELIVERED,SOUTH
409,14.0,2025-09-20 19:31:26,DELIVERED,SOUTH
410,16.0,2026-06-24 09:04:02,DELIVERED,NORTH
411,415.0,2025-05-17 11:47:09,CANCELLED,EAST
412,393.0,2024-11-30 09:43:58,RETURNED,SOUTH
413,499.0,2024-08-04 22:55:32,SHIPPED,NORTH
414,127.0,2026-01-01 16:53:06,SHIPPED,EAST
415,274.0,2025-11-14 16:11:23,PLACED,SOUTH
416,295.0,2026-06-06 01:13:27,CANCELLED,EAST
417,479.0,2025-12-12 22:12:37,SHIPPED,SOUTH
418,122.0,2024-09-15 13:35:05,RETURNED,EAST
419,413.0,18-11-2024,DELIVERED,NORTH
420,361.0,2024-10-02 07:50:17,DELIVERED,SOUTH
421,289.0,2024-09-03 16:18:21,SHIPPED,WEST
422,278.0,2026-04-21 22:43:00,DELIVERED,SOUTH
423,252.0,2025-08-23 16:48:19,PLACED,NORTH
424,29.0,2024-08-07 08:08:43,SHIPPED,SOUTH
425,11.0,2025-05-05 02:09:40,RETURNED,WEST
426,1.0,2026-01-28 21:28:39,DELIVERED,SOUTH
427,413.0,2024-09-17 21:26:54,SHIPPED,EAST
428,368.0,2025-01-26 19:06:55,SHIPPED,EAST
429,31.0,2024-11-09 12:07:26,PLACED,SOUTH
430,301.0,2025-11-09 10:08:25,SHIPPED,NORTH
431,434.0,2026-04-26 21:35:11,RETURNED,EAST
432,492.0,2025-03-02 01:39:58,PLACED,EAST
433,361.0,2025-01-15 19:09:55,CANCELLED,NORTH
434,173.0,2025-02-11 15:57:10,DELIVERED,EAST
435,70.0,2025-10-19 17:05:13,SHIPPED,WEST
436,406.0,2024-10-22 23:24:56,CANCELLED,EAST
437,90.0,2026-03-23 14:25:10,RETURNED,EAST
438,115.0,2024-08-08 22:49:35,RETURNED,SOUTH
439,194.0,2025-11-15 18:57:11,DELIVERED,EAST
440,66.0,2026-04-08 13:30:05,SHIPPED,NORTH
441,486.0,2025-03-13 15:12:06,RETURNED,WEST
442,436.0,2025-07-01 21:38:40,RETURNED,NORTH
443,94.0,2026-07-01 06:50:12,RETURNED,EAST
444,472.0,2025-08-17 23:11:25,RETURNED,SOUTH
445,,2025-02-03 01:46:02,RETURNED,NORTH
446,480.0,2025-06-09 00:44:10,CANCELLED,SOUTH
447,170.0,2026-06-27 07:28:40,PLACED,SOUTH
448,178.0,2025-12-10 16:19:03,DELIVERED,SOUTH
449,326.0,2024-11-25 09:38:59,PLACED,EAST
450,229.0,2025-09-28 14:29:15,PLACED,EAST
451,108.0,2025-10-23 01:09:02,SHIPPED,NORTH
452,180.0,2025-10-26 13:21:54,DELIVERED,NORTH
453,369.0,2025-09-04 01:26:01,PLACED,NORTH
454,198.0,2025-08-05 10:58:27,CANCELLED,WEST
455,497.0,2025-10-29 05:49:50,SHIPPED,WEST
456,253.0,2025-03-02 06:45:43,CANCELLED,EAST
457,280.0,2025-03-29 16:18:58,CANCELLED,NORTH
458,425.0,2025-08-17 07:07:50,CANCELLED,SOUTH
459,84.0,2026-02-26 21:40:43,CANCELLED,NORTH
460,410.0,06-06-2025,PLACED,EAST
461,11.0,2025-04-12 06:39:57,DELIVERED,EAST
462,488.0,2025-01-24 20:44:26,PLACED,NORTH
463,176.0,2025-02-25 20:01:22,SHIPPED,WEST
464,83.0,2024-07-19 03:32:50,PLACED,NORTH
465,174.0,2026-03-06 16:46:31,RETURNED,WEST
466,361.0,2026-03-30 11:43:08,PLACED,WEST
467,483.0,2025-03-27 06:45:13,SHIPPED,WEST
