item_id,order_id,product_id,quantity,unit_price,discount_percent
141,148,355,1,4639.78,24
142,214,490,3,4832.58,3
143,7,381,3,1095.13,49
144,441,446,4,4166.92,40
145,361,364,3,3800.03,34
146,379,309,2,3903.12,12
147,151,230,2,4918.92,4
148,96,493,2,3701.89,7
149,194,21,4,1467.65,16
150,67,83,5,4245.47,0
151,170,239,2,295.71,20
152,306,27,5,4231.39,19
153,252,405,5,2795.78,4
154,402,363,3,2674.44,11
155,267,35,5,880.92,34
156,275,207,1,1812.07,13
157,340,170,3,1867.91,13
159,422,386,1,662.14,22
160,229,124,5,4601.18,15
161,491,21,3,1968.73,50
162,484,59,4,1357.29,46
163,145,13,5,4128.33,23
164,264,412,5,2283.23,2
165,152,460,2,1669.53,5
166,486,50,2,4860.98,49
168,344,323,2,4338.26,27
169,428,54,2,2735.0,44
170,450,500,4,3268.15,4
171,383,352,2,216.39,45
172,170,20,1,458.92,11
174,467,133,4,2001.36,40
175,208,222,3,182.77,43
176,61,274,1,3242.97,39
177,33,388,5,323.03,4
178,184,476,5,620.06,50
179,352,155,5,523.88,48
180,475,225,4,2036.05,42
181,16,243,2,2713.99,8
182,383,201,5,1545.39,40
183,74,153,3,4791.22,0
184,284,448,5,792.73,2
186,485,44,3,1129.26,47
187,463,372,3,1137.51,41
188,436,263,2,888.68,14
189,316,428,3,1052.2,11
190,344,410,5,4276.03,48
191,478,282,4,3258.91,4
192,149,344,1,1328.37,12
193,372,298,4,4762.55,22
194,66,344,2,590.22,39
195,36,461,2,1657.15,28
196,169,316,3,3497.94,9
197,290,291,3,4057.73,27
198,87,3,3,1306.26,14
199,365,379,4,1455.73,23
200,69,348,3,4401.64,29
201,229,184,3,2486.16,6
202,90,331,5,501.67,17
203,440,424,2,4467.36,12
204,135,376,1,3664.38,1
205,435,260,1,4081.95,37
206,208,394,5,1142.53,2
207,283,134,5,4480.53,34
208,242,335,2,1892.51,14
209,457,396,5,3692.81,18
210,69,238,5,2601.02,25
211,187,258,1,3347.12,39
212,351,85,5,787.82,10
213,92,290,5,3331.13,9
215,113,390,4,1235.57,16
216,190,120,1,3376.07,33
217,465,406,3,2001.66,29
219,53,361,5,3204.48,17
220,428,380,3,2935.29,36
221,90,193,4,1889.95,41
223,499,465,2,2630.22,22
225,455,310,1,2559.0,8
226,226,85,2,477.73,41
228,309,368,1,3339.44,26
229,416,170,1,2459.43,30
230,246,108,5,890.11,26
231,12,125,1,726.64,37
232,83,69,5,292.04,36
233,76,29,2,1365.47,11
234,265,491,4,3036.85,36
235,327,10,3,4741.54,13
236,230,311,4,4349.78,10
237,113,426,4,3044.11,50
238,299,421,2,3153.74,32
239,136,86,3,4619.52,38
240,303,36,2,1953.24,8
241,56,9,2,2661.29,32
242,351,215,2,3067.0,11
244,273,258,1,556.63,42
245,67,462,5,2742.5,0
247,448,23,5,2201.89,30
248,405,394,4,1817.54,47
249,465,390,5,578.81,8
250,131,245,2,4559.42,5
251,146,307,5,2102.37,12
252,3,364,1,2932.14,7
254,412,162,4,1875.12,9
255,219,334,5,1342.8,34
256,217,290,3,3098.22,43
257,204,387,2,2124.82,50
258,286,248,2,1914.04,35
259,248,130,3,2930.49,49
260,362,204,2,4289.49,42
261,61,383,2,2288.31,44
262,487,83,1,1150.84,25
263,403,174,5,3108.72,43
264,362,27,2,2006.61,40
265,3,412,1,4133.95,30
266,475,308,4,531.89,16
267,114,190,1,3084.24,46
268,197,477,4,3108.43,33
269,147,365,5,381.57,49
270,420,90,4,2250.96,12
271,436,337,5,1501.43,2
272,402,307,5,2627.49,14
273,315,87,1,1862.73,41
274,1,500,2,525.53,17
275,400,205,3,3381.34,25
276,301,103,5,175.3,45
277,36,471,1,2793.0,46
278,425,287,5,1805.67,17
279,116,311,2,2328.32,25
281,55,287,1,2565.53,21
282,485,60,5,4787.88,34
283,417,407,5,1325.69,28
284,495,194,5,2469.79,15
285,388,174,4,3439.81,37
286,442,15,4,669.71,4
287,196,325,2,3416.87,14
288,410,162,4,4781.68,33
289,275,5,3,1316.46,5
290,205,345,3,472.54,11
293,121,377,2,4376.44,13
294,118,104,2,4198.04,22
295,80,399,1,687.4,5
296,347,490,4,3107.75,48
297,439,278,1,4255.25,23
298,318,162,4,4500.79,36
299,445,141,4,996.07,48
300,469,262,3,2049.61,48
301,296,66,1,2676.1,27
302,245,482,5,259.56,22
303,202,441,2,2340.26,7
304,358,266,4,1646.69,0
305,7,346,2,1959.2,6
307,281,135,2,1420.1,39
308,176,188,2,2543.97,13
309,215,359,3,1888.88,25
311,352,118,1,3632.0,15
312,285,222,4,1060.71,47
313,77,243,1,965.38,31
314,69,458,5,2716.51,20
315,403,250,3,1329.77,36
316,25,204,1,3483.66,3
317,111,417,3,2435.04,40
318,50,231,3,1372.87,23
319,287,286,3,1786.29,26
320,63,180,5,1074.89,36
321,333,333,5,955.24,49
322,146,182,3,3398.64,31
323,397,378,4,4459.2,24
324,315,147,4,3195.39,9
325,445,86,3,2166.9,39
326,293,208,1,487.65,21
327,117,161,3,3299.76,45
328,137,310,4,1429.12,28
329,400,442,3,3764.69,33
330,495,231,4,919.86,1
331,65,373,2,3343.91,47
332,359,384,1,1131.8,25
333,53,49,1,4690.29,30
334,281,28,1,3877.58,33
335,392,43,1,1386.02,9
336,44,336,4,1615.92,15
338,270,430,2,240.0,42
339,183,441,3,4334.78,29
340,500,446,5,4680.8,35
341,228,70,5,967.48,38
342,234,324,5,2231.39,40
343,328,274,3,4553.72,30
344,277,117,1,2265.12,23
345,212,134,2,1587.51,0
346,268,418,2,1785.04,30
347,274,5,4,4740.09,30
348,154,5,4,4010.03,38
349,119,408,1,2786.24,12
350,211,452,5,2241.82,15
351,84,367,4,4159.29,14
352,135,41,4,3164.08,33
353,392,410,5,4057.12,43
354,140,146,5,4063.16,26
355,97,437,1,993.8,18
356,57,327,4,3126.87,17
357,359,319,4,1020.17,1
358,78,26,5,208.44,6
359,145,138,2,3604.46,46
360,5,120,1,838.35,31
361,112,176,4,1626.73,31
363,488,75,1,1405.87,25
364,37,279,4,989.86,16
366,366,128,4,3879.0,28
367,127,378,1,1075.98,47
368,395,49,5,3363.44,13
369,243,200,3,4687.45,10
370,323,373,1,3749.15,35
371,267,63,3,2458.03,19
372,102,185,1,4331.92,13
373,499,58,2,3201.25,20
374,8,86,3,2965.01,25
375,405,125,1,4847.29,37
376,402,354,4,3473.19,9
378,47,352,5,1758.27,48
379,321,31,1,1842.04,9
380,360,275,1,716.55,14
381,163,286,3,4047.07,28
382,376,99,1,3477.32,22
383,371,69,3,4503.45,31
384,362,225,5,1544.1,44
385,251,98,5,1014.47,22
386,166,375,4,1449.09,38
387,469,441,5,885.68,33
388,80,231,3,4115.15,34
389,188,233,1,3902.0,32
390,195,376,2,4426.37,39
391,439,187,5,1270.05,46
392,33,338,5,4113.34,12
393,269,350,4,3852.1,9
394,314,145,3,2108.04,20
395,57,50,5,3328.57,2
396,428,481,2,975.33,2
397,104,55,4,1038.92,2
399,320,360,5,1354.1,23
400,114,311,1,164.12,13
401,336,252,1,2393.49,40
402,32,185,5,3743.04,26
403,421,189,1,4135.85,17
404,271,21,1,4188.84,4
405,484,111,5,575.88,46
406,119,273,4,1028.36,33
407,337,128,5,3164.09,11
408,286,384,5,2134.4,6
410,360,341,4,4425.84,10
411,406,93,5,2067.63,21
412,337,81,5,4992.32,28
414,433,191,4,3844.5,27
415,423,372,3,3081.23,36
416,280,110,4,3851.97,47
417,131,185,4,2292.75,25
418,1,372,1,4916.49,38
419,9,266,2,4967.72,19
420,4,154,2,1152.63,20
421,12,396,3,4603.65,32
422,285,293,5,858.1,2
423,236,183,2,778.2,23
424,456,299,2,1241.67,19
425,48,293,4,2888.42,13
426,376,40,3,3985.23,11
428,305,329,3,283.12,36
429,196,41,1,4617.17,21
430,179,451,4,2140.96,7
431,446,395,2,3763.63,38
432,476,6,4,365.23,33
433,22,164,5,2868.07,20
434,258,358,2,850.67,43
435,375,202,4,3788.92,36
436,259,47,2,2216.48,50
437,202,76,2,1747.22,30
438,293,382,1,2785.95,16
439,44,205,5,2229.01,44
440,67,391,2,2456.52,12
441,250,203,5,1060.89,39
442,377,269,2,1287.34,17
443,398,221,3,3455.22,36
444,46,58,4,2175.35,22
445,98,165,3,3010.0,1
446,395,157,2,4939.49,39
447,421,412,4,3153.59,28
448,23,474,2,1078.46,23
449,80,388,1,650.62,3
450,125,486,5,4640.98,18
451,8,176,1,1595.08,30
452,12,170,2,3726.06,13
453,105,280,5,3776.74,35
454,248,319,2,3505.85,42
455,10,193,5,4539.6,33
456,23,131,2,394.54,12
457,405,357,5,1429.28,29
458,336,484,1,426.33,42
459,139,340,3,4334.98,1
460,150,445,4,1232.73,24
461,261,364,1,4528.97,31
462,444,306,5,531.3,12
463,257,495,4,2847.37,45
464,12,21,2,4619.12,19
465,171,251,4,3747.51,1
466,178,351,3,1841.35,19
467,121,257,3,4078.28,40
468,132,450,4,4462.97,1
469,484,285,3,1205.36,21
471,267,492,5,4376.24,43
472,117,214,2,2907.2,27
473,497,160,5,1713.5,34
474,68,106,2,2947.05,43
475,410,104,2,1614.09,45
476,461,269,2,2207.32,49
477,75,336,5,4593.85,20
478,35,286,5,4748.15,7
479,95,163,2,3662.69,48
480,164,451,4,4809.86,19
481,227,382,3,844.59,12
482,55,68,2,228.37,39
483,316,137,5,2878.51,14
484,306,119,2,3468.15,22
485,41,353,4,757.02,38
486,241,365,3,1001.48,24
487,252,243,2,902.55,14
488,17,210,1,4634.63,26
489,114,381,2,3813.11,4
490,91,475,4,4348.93,31
491,353,167,4,4449.18,27
492,208,398,1,3078.86,24
493,369,161,4,3096.37,47
494,293,305,5,2673.63,45
495,403,20,5,635.65,29
496,424,450,1,4401.12,15
497,266,276,4,4920.77,2
498,286,199,5,3849.28,3
499,98,150,4,2050.4,19
500,397,424,3,2360.6,27
501,151,314,1,3480.77,9
502,238,425,4,543.16,32
503,58,93,5,4695.43,44
504,280,70,4,2126.44,28
505,13,92,4,2992.55,45
506,459,104,4,541.88,20
507,355,333,2,3620.04,7
508,47,59,4,3206.95,5
509,269,363,4,3661.68,32
510,314,487,2,1955.53,24
512,447,338,2,894.41,9
513,92,394,1,2155.95,19
514,374,394,4,1515.02,11
515,61,461,2,4806.13,0
516,319,392,3,159.82,31
517,438,256,5,4056.53,38
518,452,253,2,1162.68,42
520,308,4,2,4422.62,17
523,19,75,1,3368.28,38
524,153,170,1,340.25,26
525,92,83,3,3094.34,44
526,359,305,5,3957.81,11
527,495,234,5,1864.92,2
528,48,394,3,1681.83,24
529,420,35,4,4232.22,4
530,150,242,2,697.91,17
531,169,270,4,2670.77,44
532,108,314,1,635.58,46
533,323,271,1,2469.95,44
534,310,479,3,2192.56,20
535,133,270,5,4975.62,22
536,475,67,5,2856.91,33
537,374,324,4,2513.27,11
538,453,313,2,3572.08,12
540,61,378,2,4017.87,26
541,212,24,3,1813.29,40
542,109,6,2,3481.08,16
543,405,35,3,1571.39,35
544,166,393,1,657.8,21
545,175,203,5,3118.37,1
546,427,90,2,1719.52,21
547,473,345,4,4589.2,2
548,331,70,4,861.39,29
549,457,443,5,4490.05,29
550,402,417,4,4646.17,3
551,428,267,3,2868.22,43
552,162,285,5,191.72,36
553,351,170,3,424.44,9
555,321,274,2,2897.81,24
556,96,305,1,4336.51,48
557,158,362,3,3578.22,17
558,212,45,4,4397.54,23
559,232,425,3,1159.09,19
560,90,58,3,3946.23,49
561,104,468,1,2274.49,1
562,410,248,5,854.98,21
563,473,248,5,1620.76,20
564,74,394,1,4128.48,33
565,347,68,2,3650.4,29
566,199,366,5,667.6,19
567,478,23,5,4372.19,21
568,240,456,1,605.2,49
569,338,382,3,210.15,48
571,147,142,5,1663.83,28
572,344,61,3,831.67,17
573,59,8,5,2842.17,6
574,106,278,3,2791.89,17
575,73,483,3,2913.01,10
576,37,160,5,4471.99,34
579,201,92,5,4467.25,40
580,429,354,4,3119.95,19
581,171,419,2,3593.2,42
582,415,274,1,4871.04,48
583,392,239,5,745.8,44
584,240,50,4,1620.92,41
586,74,441,5,1364.46,23
587,201,94,3,3965.02,20
588,233,250,1,420.29,7
589,180,246,4,4244.25,18
590,394,179,5,2915.92,32
591,53,208,1,1696.76,41
592,37,406,3,2710.45,25
593,303,212,2,3142.29,35
594,82,499,4,1980.7,21
595,107,417,5,2212.63,27
596,291,404,3,2768.18,15
597,89,340,1,3722.9,45
599,238,167,5,578.5,28
601,351,417,5,3879.58,24
602,168,254,1,543.61,8
603,455,298,1,3809.68,42
604,77,232,5,1528.37,39
605,296,229,2,1107.74,20
606,154,292,3,4600.66,27
607,368,469,3,4952.42,37
608,5,314,5,2080.57,8
609,437,151,1,1909.19,35
610,496,28,1,3546.44,22
611,57,441,3,4341.83,15
612,222,360,5,2031.91,20
613,365,196,4,1969.67,34
614,109,340,2,2426.87,12
615,285,197,3,4215.82,9
616,148,447,2,757.96,4
617,332,9,2,3634.56,31
618,337,224,2,514.85,41
619,413,213,4,4478.55,44
620,310,477,4,3153.92,29
621,261,218,5,4118.35,24
622,182,116,2,2181.38,0
623,296,256,2,3589.44,17
624,211,475,5,2924.13,2
625,20,291,4,3553.92,7
626,298,247,1,796.23,46
627,270,440,3,2378.19,5
628,268,456,5,533.39,30
629,323,380,1,3451.96,34
630,409,297,3,3103.89,21
631,274,399,1,2397.46,32
632,464,241,5,3695.69,26
633,181,492,3,1517.12,2
634,356,473,5,3772.18,46
635,402,289,3,400.95,30
636,297,87,5,352.94,18
637,415,378,5,233.76,31
638,43,65,5,476.63,50
639,143,130,2,3117.41,17
640,440,132,1,3733.0,38
641,90,466,5,3720.94,42
642,229,190,2,1380.14,44
643,121,249,2,4016.92,2
644,176,44,2,3018.17,9
645,429,254,4,3874.8,15
646,339,226,2,1133.2,46
647,432,177,1,3247.08,48
648,420,60,1,921.24,25
650,473,273,2,1961.02,45
651,200,243,3,811.23,27
652,7,148,4,1971.82,20
653,493,272,1,577.09,34
654,327,182,4,3091.38,41
655,440,140,3,1424.6,6
656,131,336,5,2016.65,49
657,346,384,2,3698.14,37
658,395,100,5,1753.29,44
659,93,161,5,151.83,0
660,426,35,1,2115.12,33
661,54,351,4,1822.43,46
662,146,129,2,266.8,39
664,487,307,1,3569.57,7
665,45,439,5,736.55,42
666,392,461,5,4035.68,11
667,459,57,2,1341.35,29
668,339,480,1,3230.02,17
669,394,219,3,1360.95,49
671,31,133,3,971.85,4
672,252,476,2,3090.48,11
673,331,252,1,804.98,49
674,221,112,5,3252.36,28
675,367,133,1,270.82,4
676,293,373,3,3908.46,1
678,478,20,4,1405.54,44
679,169,464,4,2915.74,32
681,433,373,1,2746.63,0
682,197,489,4,693.9,34
683,479,184,3,3441.0,25
684,29,324,1,1890.24,21
685,42,431,4,3826.22,18
686,332,104,2,2816.93,24
687,339,98,3,3509.82,6
688,323,353,3,2483.87,40
689,225,377,2,785.72,12
690,13,369,5,1268.58,24
691,33,406,5,3252.7,31
692,274,495,4,4836.21,1
693,19,174,1,1754.82,46
695,342,268,4,4706.44,34
696,77,380,5,1241.63,4
697,19,377,2,2495.58,1
698,242,465,5,324.43,44
699,333,67,1,944.02,3
700,464,158,1,2335.3,10
701,428,303,1,4107.22,6
702,59,255,5,4015.96,14
703,33,412,2,2188.44,47
704,348,206,3,691.93,43
705,295,280,2,1675.79,50
706,110,392,1,3006.12,21
707,33,62,3,792.06,26
708,87,357,3,2811.7,28
709,125,474,5,299.42,6
710,406,434,5,1943.04,10
711,9,451,4,495.54,0
712,92,475,1,3563.03,37
713,455,146,4,3498.17,50
714,396,244,2,1110.19,40
715,139,268,4,2118.95,11
716,313,355,1,3021.73,45
717,256,314,1,3173.24,50
718,155,179,4,122.39,15
719,99,61,5,4886.28,39
720,186,442,5,2586.95,29
721,395,321,2,1454.49,12
722,58,408,2,3457.69,30
723,255,91,2,3383.7,2
724,28,331,3,1496.82,27
725,129,172,5,4045.25,48
726,233,23,1,3728.04,34
727,91,81,1,2476.8,7
728,37,459,2,3634.88,37
729,297,167,4,1073.88,43
731,117,51,2,3714.96,12
732,193,457,2,460.3,37
733,249,28,4,810.21,39
734,233,92,4,1930.08,29
735,369,100,3,4880.22,12
736,172,66,1,3491.83,3
738,215,88,3,1177.28,18
739,310,81,5,4537.33,36
740,497,284,2,523.72,33
741,251,442,2,2998.75,29
742,143,8,4,3707.28,15
743,127,168,4,2939.39,37
744,485,77,5,4501.43,26
745,23,21,4,3694.03,32
746,18,218,5,2032.17,44
747,421,51,4,2526.9,5
748,286,386,1,3496.48,26
749,487,112,2,1856.19,15
750,332,47,1,2450.94,19
751,83,361,4,4303.82,47
752,299,13,4,2372.43,8
753,448,361,4,1006.23,23
754,321,238,1,4315.87,4
755,198,458,3,2701.51,18
756,219,386,3,3520.47,39
757,278,295,2,3959.69,5
758,318,451,3,3705.23,3
759,264,485,3,4451.09,7
760,197,188,4,3133.75,23
761,188,90,5,3553.88,35
762,364,397,2,778.19,21
763,123,277,1,3280.29,47
764,481,386,5,4368.54,44
765,108,386,2,1670.27,17
766,258,349,4,1458.01,4
769,423,273,3,2314.69,23
770,410,345,1,1022.93,29
772,491,490,1,635.89,17
773,58,357,2,2532.01,13
774,267,488,1,1536.53,43
775,278,478,2,2422.13,26
776,228,378,1,1528.43,4
777,12,447,2,4191.24,33
778,331,172,4,2935.65,41
779,331,403,3,2482.13,42
780,357,272,5,2281.76,19
781,291,68,3,941.51,16
782,117,248,3,4856.55,49
783,433,25,2,1830.29,29
784,490,86,5,4628.25,45
785,275,147,2,4868.71,45
788,190,95,2,2856.19,2
789,341,163,3,824.93,28
792,75,486,4,4646.28,9
793,3,497,5,4880.45,21
794,332,362,3,2422.16,18
795,497,484,5,3367.75,36
796,374,465,4,1759.55,7
797,375,246,1,783.17,35
798,60,158,1,2067.99,14
800,329,100,5,2679.53,50
801,480,393,3,1059.01,5
802,276,435,4,3417.61,5
803,500,263,4,1052.81,20
804,309,310,5,4722.67,42
805,185,204,2,3608.22,27
806,190,198,3,159.73,22
807,180,158,4,4384.08,5
808,111,373,4,3733.49,26
809,412,227,3,902.57,46
810,497,460,4,3670.17,26
811,72,428,5,3029.88,9
812,107,156,4,4943.07,33
813,172,34,5,3804.96,5
814,4,210,3,2131.12,35
815,237,364,5,3800.69,8
816,103,96,4,1518.37,31
817,22,422,3,4189.47,19
818,253,287,4,1200.15,50
819,2,79,3,1570.83,40
820,428,326,4,708.47,42
821,458,148,4,978.92,44
822,331,126,1,684.84,17
823,253,497,1,3034.57,23
824,298,247,5,2236.74,16
825,322,352,4,4873.87,7
826,192,263,5,185.97,16
827,84,298,1,816.07,29
828,450,355,2,1851.19,3
829,140,185,4,3217.61,22
830,25,149,3,2695.1,4
831,264,100,2,3846.98,38
832,386,86,5,1680.77,20
833,424,433,3,1430.15,44
834,353,186,1,2718.66,22
835,422,74,1,771.05,18
837,53,112,2,2566.58,12
838,408,460,5,3105.8,33
839,434,273,5,3541.1,7
840,214,236,1,671.17,8
841,473,9,4,1806.23,44
842,186,72,4,4459.66,38
844,15,382,1,1189.55,44
845,73,353,2,1606.4,13
846,67,41,4,3485.01,50
847,58,40,1,3895.99,48
848,221,22,2,628.31,50
849,338,263,5,390.4,7
850,466,130,1,424.61,42
851,6,387,1,3933.62,38
852,106,301,2,1005.43,22
853,15,47,2,4244.72,17
854,486,297,3,1825.8,32
856,35,51,5,3839.9,33
857,112,367,2,4824.89,10
858,462,387,5,121.21,46
859,51,474,2,4610.34,45
861,491,55,2,4190.24,24
862,218,110,5,1215.02,7
863,390,161,1,2382.92,33
864,70,254,3,3553.18,35
865,370,21,1,1707.77,7
866,198,146,4,3041.91,19
867,352,500,4,1206.78,26
868,149,438,4,1025.05,4
869,459,431,4,4701.5,23
870,92,7,4,3393.27,25
871,225,268,1,684.17,25
872,206,356,5,4890.1,47
874,174,103,5,4235.74,25
875,63,120,4,3653.48,17
876,392,366,5,3008.88,48
877,405,411,4,1844.88,42
878,309,487,4,4938.86,32
879,143,76,4,629.38,16
880,251,255,2,3179.02,8
881,16,51,1,4168.53,31
882,348,14,2,1974.9,43
883,168,79,3,3147.64,6
884,390,40,5,3861.1,50
885,239,104,3,3344.26,31
886,259,134,5,1783.72,34
888,197,231,3,4279.08,28
889,236,19,1,966.66,42
890,441,400,3,4435.03,10
891,252,221,2,1631.05,24
892,250,392,1,2887.39,31
893,338,284,5,2903.83,30
894,288,438,2,2582.76,25
895,135,254,5,4857.27,39
896,347,181,3,1670.37,1
897,303,24,2,4200.98,22
898,415,380,5,231.81,40
899,175,195,1,2197.93,22
900,211,180,1,3340.08,15
901,121,332,3,3003.41,44
902,34,445,3,660.91,10
904,443,217,5,2622.32,26
905,137,11,4,2981.15,20
906,194,293,4,1679.86,6
907,414,251,1,3485.23,13
910,104,255,1,4217.86,34
911,110,148,3,332.9,36
912,206,412,2,3160.4,5
914,140,35,5,4025.81,30
915,219,108,3,3998.69,41
916,422,155,5,4040.22,27
917,340,277,3,1080.38,25
918,129,320,5,2320.82,48
919,281,93,1,3176.44,33
920,442,96,5,2546.1,42
921,493,422,4,1412.89,40
922,273,415,5,4278.6,27
923,479,290,1,2659.12,23
924,237,76,2,837.32,43
925,392,154,4,2110.28,4
926,325,105,4,1407.98,18
927,331,83,3,3465.59,15
928,208,123,1,834.82,1
929,126,409,3,2374.38,35
930,224,217,1,1089.75,17
931,70,15,3,3969.38,17
932,338,282,2,3257.04,2
933,494,370,4,3932.95,3
934,441,460,1,1638.13,19
935,444,33,4,4494.19,42
936,337,454,1,2044.79,46
937,432,72,2,648.47,47
938,257,478,1,2657.59,37
939,487,397,5,1333.86,5
941,169,427,5,3712.46,47
942,381,121,4,1168.24,6
944,442,302,1,2502.76,23
945,359,486,1,1650.8,27
947,480,75,3,2428.59,23
948,421,158,1,3262.45,38
949,18,431,1,3484.34,50
950,344,123,3,2808.37,19
951,328,491,3,4525.47,43
952,63,274,2,4302.47,24
953,5,466,4,4644.79,16
954,155,47,2,1557.37,10
955,469,225,3,4409.39,49
956,330,209,1,1442.78,5
957,422,400,4,2408.35,26
958,475,431,3,3615.19,6
959,423,83,3,2581.04,22
960,216,309,5,3715.15,29
961,356,15,1,3242.73,11
962,323,228,2,115.07,12
963,322,157,3,2921.47,7
964,81,128,5,3596.46,49
965,426,333,2,4250.11,43
966,211,406,3,2312.3,47
967,69,134,2,3468.59,20
968,410,145,2,513.55,23
969,94,202,4,4729.31,36
970,115,11,1,4623.25,41
971,314,321,2,4543.54,29
972,102,135,2,343.94,39
973,220,308,3,831.33,23
974,88,485,5,675.02,45
975,270,223,4,4153.56,31
976,61,115,2,1033.67,50
977,137,148,4,1972.16,27
979,373,347,2,2149.82,26
980,406,75,1,1521.95,16
981,121,317,4,4545.91,23
982,299,351,4,520.12,30
983,69,447,3,4874.56,25
984,352,109,4,3571.42,47
985,306,132,1,566.87,3
986,27,171,2,2407.57,22
987,311,481,5,3576.87,2
988,3,130,5,3136.32,19
990,22,298,2,1375.43,32
991,253,477,3,4401.69,8
992,46,163,5,2221.36,16
993,60,161,1,4894.73,31
994,447,499,3,3764.33,27
996,475,136,5,1633.75,10
997,162,378,4,3842.01,9
998,285,437,4,360.79,9
999,28,118,2,275.73,16
1000,84,362,4,2238.51,31
